0	1.514781e-06
1	5.147774e-07
2	1.397000e-06
3	4.897636e-06
4	3.023512e-06
5	3.866799e-06
6	2.557992e-06
7	1.999414e-06
8	3.596439e-06
9	4.641058e-06
10	2.009019e-06
11	6.261777e-06
12	5.537616e-06
13	3.866433e-06
14	1.468673e-06
15	8.169227e-07
16	4.520402e-06
17	2.682804e-06
18	2.604564e-06
19	1.908140e-06
20	2.504625e-06
21	1.572840e-05
22	3.373855e-06
23	2.306777e-06
24	7.467404e-07
25	1.064275e-06
26	1.580454e-06
27	3.856480e-06
28	1.951679e-06
29	4.479000e-06
30	2.234266e-06
31	9.549866e-07
32	6.152336e-07
33	1.731417e-06
34	1.078883e-06
35	4.825598e-06
36	2.883541e-06
37	8.703625e-07
38	1.824884e-06
39	4.121137e-06
40	5.133460e-06
41	4.904790e-06
42	2.297148e-06
43	1.434480e-05
44	1.649720e-06
45	3.656618e-06
46	1.924338e-06
47	2.439026e-06
48	3.350610e-06
49	4.702493e-06
50	4.086833e-06
51	2.385947e-06
52	2.927392e-06
53	6.768054e-07
54	2.737366e-06
55	3.181111e-06
56	3.619002e-06
57	2.262444e-06
58	5.052295e-06
59	2.274825e-06
60	1.810342e-06
61	6.268939e-06
62	4.372899e-06
63	3.815373e-06
64	1.147612e-06
65	3.462064e-06
66	2.042693e-06
67	3.763641e-06
68	4.993845e-06
69	1.189090e-05
70	1.705878e-06
71	3.743131e-06
72	3.072346e-06
73	2.751468e-06
74	1.797321e-06
75	8.624276e-06
76	3.203170e-06
77	3.453210e-06
78	1.068094e-06
79	3.084949e-06
80	9.080384e-07
81	9.057636e-06
82	6.092809e-06
83	3.081127e-06
84	1.395805e-06
85	2.126608e-05
86	2.697769e-06
87	5.375963e-07
88	8.370642e-06
89	7.426065e-06
90	1.923347e-06
91	3.731178e-06
92	3.205412e-06
93	6.145814e-07
94	1.546962e-06
95	3.329001e-06
96	2.372028e-06
97	9.776962e-07
98	3.993162e-06
99	6.749267e-06
100	9.972999e-07
101	9.871138e-06
102	1.059599e-06
103	3.154668e-06
104	2.856093e-06
105	4.630876e-06
106	1.081203e-06
107	1.512048e-05
108	1.794076e-06
109	5.577774e-06
110	2.144983e-06
111	1.080060e-06
112	3.292527e-07
113	6.314659e-06
114	1.737630e-06
115	2.420431e-06
116	2.573303e-06
117	1.682201e-06
118	1.977264e-06
119	2.522792e-06
120	2.686649e-06
121	1.535700e-06
122	2.078413e-06
123	1.614127e-06
124	2.068931e-06
125	1.129059e-06
126	3.881096e-06
127	8.096921e-07
128	2.779529e-06
129	3.209308e-06
130	4.164560e-06
131	3.828865e-06
132	1.676991e-06
133	2.464367e-06
134	3.321725e-06
135	1.874044e-06
136	2.882985e-06
137	1.540935e-06
138	2.043094e-07
139	3.879015e-06
140	3.369148e-06
141	2.935196e-06
142	2.497123e-06
143	2.449705e-06
144	1.098091e-06
145	3.166570e-06
146	3.022770e-06
147	4.452475e-06
148	1.651662e-06
149	2.525577e-05
150	5.866951e-07
151	2.919418e-06
152	2.567089e-06
153	5.606685e-06
154	3.839407e-06
